baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_status,gene_id
308.961871,2.061765688,0.594645014,3.467221016,0.000525869,0.004596378,Up-Regulated,ENSMUSG00000024747
103.7436262,1.494592442,0.439767007,3.398600665,0.000677315,0.005587039,Up-Regulated,ENSMUSG00000024778
530.230485,1.87133584,0.404938485,4.621284242,3.81E-06,7.17E-05,Up-Regulated,ENSMUSG00000024781
1479.907547,1.491826754,0.438255165,3.404014082,0.000664033,0.005518641,Up-Regulated,ENSMUSG00000024782
34.54966185,2.504949106,0.657801596,3.808061765,0.00014006,0.001555634,Up-Regulated,ENSMUSG00000024791
76.1960983,1.845661464,0.605061993,3.050367544,0.002285615,0.014189323,Up-Regulated,ENSMUSG00000024795
37.81746895,2.121301054,0.803593234,2.639769678,0.008296239,0.037307774,Up-Regulated,ENSMUSG00000024810
404.6613797,2.168196593,0.478911624,4.527341757,5.97E-06,0.000105813,Up-Regulated,ENSMUSG00000024816
835.7039095,4.016370284,0.607440395,6.611957845,3.79E-11,4.04E-09,Up-Regulated,ENSMUSG00000024818
137.8493975,1.288134658,0.356347157,3.614830741,0.000300544,0.002911966,Up-Regulated,ENSMUSG00000024833
1406.131964,1.028613204,0.288186498,3.569262306,0.000357988,0.003367391,Up-Regulated,ENSMUSG00000024835
501.2817984,1.177011551,0.351523218,3.34831809,0.000813036,0.00643872,Up-Regulated,ENSMUSG00000024844
156.8597052,2.504927758,0.498550329,5.024423033,5.05E-07,1.22E-05,Up-Regulated,ENSMUSG00000024846
161.8846559,3.84240782,0.599055549,6.414109388,1.42E-10,1.08E-08,Up-Regulated,ENSMUSG00000024866
142.218589,1.728530968,0.385762652,4.480814714,7.44E-06,0.000127074,Up-Regulated,ENSMUSG00000024885
1797.603429,1.334451397,0.372622291,3.581244141,0.000341962,0.003250213,Up-Regulated,ENSMUSG00000024887
348.5675548,1.05545431,0.308512836,3.421103392,0.000623676,0.005250885,Up-Regulated,ENSMUSG00000024896
12163.39012,1.176070364,0.33522366,3.508315505,0.000450954,0.00404418,Up-Regulated,ENSMUSG00000024899
268.6744266,-1.324932966,0.371272254,-3.568629093,0.000358854,0.003372255,Down-Regulated,ENSMUSG00000024907
42.49533569,3.004815975,0.788858634,3.809067742,0.000139492,0.001550431,Up-Regulated,ENSMUSG00000024910
166.1226126,2.52236271,0.603694643,4.178209529,2.94E-05,0.000415443,Up-Regulated,ENSMUSG00000024922
638.1119544,-1.25565146,0.339951526,-3.693619129,0.000221085,0.002274456,Down-Regulated,ENSMUSG00000024924
122.157987,3.494813137,0.711893865,4.909177206,9.15E-07,2.07E-05,Up-Regulated,ENSMUSG00000024935
329.2759992,1.584982728,0.456854822,3.469335665,0.000521747,0.004566773,Up-Regulated,ENSMUSG00000024937
1213.518791,1.361209133,0.31159299,4.368548641,1.25E-05,0.000199232,Up-Regulated,ENSMUSG00000024953
614.9746043,2.040826643,0.470126518,4.341015801,1.42E-05,0.000222932,Up-Regulated,ENSMUSG00000024955
1608.861964,3.126863808,0.585827044,5.337520414,9.42E-08,2.77E-06,Up-Regulated,ENSMUSG00000024960
4249.230221,3.162242254,0.516205523,6.125936495,9.02E-10,4.65E-08,Up-Regulated,ENSMUSG00000024981
131.8520651,1.010505714,0.384053795,2.631156699,0.008509479,0.037980258,Up-Regulated,ENSMUSG00000024985
40.65990446,2.423543271,0.567469669,4.27078909,1.95E-05,0.000291665,Up-Regulated,ENSMUSG00000024989
72.48996946,2.101295558,0.508781987,4.130051006,3.63E-05,0.000498262,Up-Regulated,ENSMUSG00000025001
274.8807541,4.891397569,0.671896466,7.279987046,3.34E-13,2.61E-10,Up-Regulated,ENSMUSG00000025002
783.6248864,1.875564303,0.462986198,4.051015587,5.10E-05,0.00066128,Up-Regulated,ENSMUSG00000025027
2817.187712,4.16036522,0.619265374,6.718226785,1.84E-11,2.44E-09,Up-Regulated,ENSMUSG00000025037
359.845523,3.74010206,0.548540427,6.818279706,9.21E-12,1.52E-09,Up-Regulated,ENSMUSG00000025059
1860.988803,3.225135318,0.563763968,5.720719131,1.06E-08,4.03E-07,Up-Regulated,ENSMUSG00000025068
743.9232095,3.846940678,0.578991361,6.644210843,3.05E-11,3.45E-09,Up-Regulated,ENSMUSG00000025076
16659.60684,-1.250473534,0.335640959,-3.725628531,0.000194829,0.002045112,Down-Regulated,ENSMUSG00000025091
806.6032165,1.500319907,0.411046167,3.650003399,0.000262237,0.00261275,Up-Regulated,ENSMUSG00000025137
98.53459625,-1.809785949,0.607749359,-2.977849208,0.002902788,0.01696635,Down-Regulated,ENSMUSG00000025150
73.8299441,1.685594124,0.424523036,3.970559855,7.17E-05,0.000884615,Up-Regulated,ENSMUSG00000025154
80.27004799,2.885285467,0.580586473,4.969605046,6.71E-07,1.56E-05,Up-Regulated,ENSMUSG00000025161
79.60171099,3.170386282,0.710867928,4.459880882,8.20E-06,0.00013816,Up-Regulated,ENSMUSG00000025163
20.76529739,4.132173629,0.770282615,5.364490317,8.12E-08,2.45E-06,Up-Regulated,ENSMUSG00000025165
790.5765762,4.130918252,0.64022237,6.452317889,1.10E-10,8.84E-09,Up-Regulated,ENSMUSG00000025194
428.2543078,1.169097955,0.41879246,2.791592652,0.005244934,0.02655357,Up-Regulated,ENSMUSG00000025195
13.07839655,6.501016623,1.195775994,5.436650889,5.43E-08,1.72E-06,Up-Regulated,ENSMUSG00000025197
472.681751,1.263610945,0.380898115,3.317451291,0.000908428,0.00701635,Up-Regulated,ENSMUSG00000025198
932.5892903,4.046826642,0.636290475,6.360030206,2.02E-10,1.43E-08,Up-Regulated,ENSMUSG00000025207
117.6419352,-1.29166909,0.423725602,-3.048362152,0.002300924,0.014238695,Down-Regulated,ENSMUSG00000025221
44.55526985,3.869313389,0.860781707,4.495115725,6.95E-06,0.000120287,Up-Regulated,ENSMUSG00000025243
139.4714565,1.935892815,0.595285703,3.252039829,0.0011458,0.008411767,Up-Regulated,ENSMUSG00000025279
152.4001535,1.00302196,0.382505688,2.622240638,0.008735373,0.038786859,Up-Regulated,ENSMUSG00000025287
216.4743387,-1.206675901,0.475664658,-2.536820595,0.011186426,0.046297632,Down-Regulated,ENSMUSG00000025321
200.5612681,4.482767548,0.685678184,6.537713537,6.25E-11,5.72E-09,Up-Regulated,ENSMUSG00000025347
89.08076082,-2.622957867,0.659394086,-3.977830442,6.95E-05,0.00086006,Down-Regulated,ENSMUSG00000025355
577.9845811,1.589482234,0.508847724,3.123689382,0.001785989,0.011829588,Up-Regulated,ENSMUSG00000025357
98.77202541,1.173676053,0.426961493,2.748903758,0.005979494,0.029269841,Up-Regulated,ENSMUSG00000025358
275.3746336,1.169042381,0.347963998,3.359664752,0.000780371,0.006244178,Up-Regulated,ENSMUSG00000025371
237.28229,-1.768057201,0.335516935,-5.269651146,1.37E-07,3.80E-06,Down-Regulated,ENSMUSG00000025372
11159.00861,1.307546967,0.386488975,3.383141695,0.000716616,0.005830464,Up-Regulated,ENSMUSG00000025393
360.2710204,4.636835711,0.672302363,6.896949894,5.31E-12,1.10E-09,Up-Regulated,ENSMUSG00000025396
2507.778939,4.810260483,0.733807658,6.55520616,5.56E-11,5.21E-09,Up-Regulated,ENSMUSG00000025401
9319.790332,1.035296275,0.336197206,3.079431523,0.00207396,0.013252633,Up-Regulated,ENSMUSG00000025428
73.52967719,2.10167936,0.552029567,3.807186219,0.000140557,0.001560031,Up-Regulated,ENSMUSG00000025432
631.820928,1.02249613,0.337928667,3.02577505,0.002479967,0.015069597,Up-Regulated,ENSMUSG00000025465
7045.463575,4.216800937,0.668455514,6.308274597,2.82E-10,1.87E-08,Up-Regulated,ENSMUSG00000025467
18.53956658,3.054402588,0.887224137,3.442650466,0.000576043,0.004935738,Up-Regulated,ENSMUSG00000025479
74.94139479,1.229615965,0.461954779,2.661766956,0.007773167,0.035449765,Up-Regulated,ENSMUSG00000025481
208.1590731,1.006768452,0.325361674,3.094305603,0.001972742,0.012732362,Up-Regulated,ENSMUSG00000025495
2707.648924,4.596662543,0.641242651,7.168366823,7.59E-13,4.04E-10,Up-Regulated,ENSMUSG00000025497
1797.468098,1.398980059,0.37706177,3.710214534,0.000207084,0.002162021,Up-Regulated,ENSMUSG00000025503
1258.224816,1.237507126,0.374594425,3.303591947,0.000954547,0.007291192,Up-Regulated,ENSMUSG00000025504
877.3649178,4.593577434,0.795977543,5.770988732,7.88E-09,3.12E-07,Up-Regulated,ENSMUSG00000025515
188.1863038,1.569840513,0.430760894,3.644343153,0.000268076,0.002664065,Up-Regulated,ENSMUSG00000025525
590.9267477,4.43826544,0.705328488,6.292480048,3.12E-10,2.01E-08,Up-Regulated,ENSMUSG00000025528
12.94494959,-1.183192977,0.350911431,-3.371770973,0.000746865,0.006022768,Down-Regulated,ENSMUSG00000025537
118.2198363,1.179974687,0.396762817,2.974005218,0.002939401,0.017141522,Up-Regulated,ENSMUSG00000025545
309.9056799,4.130765771,0.670306853,6.162499684,7.16E-10,3.92E-08,Up-Regulated,ENSMUSG00000025557
92.32189709,2.875983254,0.553725287,5.193881015,2.06E-07,5.41E-06,Up-Regulated,ENSMUSG00000025574
12.56789826,-1.08716048,0.407719779,-2.666440373,0.00766592,0.035053587,Down-Regulated,ENSMUSG00000025610
1897.137801,1.21866922,0.317302016,3.840723219,0.000122672,0.001395545,Up-Regulated,ENSMUSG00000025647
376.6105355,2.529862561,0.467179311,5.415185353,6.12E-08,1.90E-06,Up-Regulated,ENSMUSG00000025648
207.2376376,-1.709157706,0.323472312,-5.283783626,1.27E-07,3.54E-06,Down-Regulated,ENSMUSG00000025650
2670.705392,1.804999187,0.444457809,4.061126054,4.88E-05,0.000636479,Up-Regulated,ENSMUSG00000025651
11.65319499,3.906711947,0.900714967,4.33734543,1.44E-05,0.00022577,Up-Regulated,ENSMUSG00000025652
46.84925548,1.111998422,0.442409219,2.513506443,0.011953759,0.048462964,Up-Regulated,ENSMUSG00000025701
317.2586198,4.863608206,0.648138374,7.503965824,6.19E-14,1.07E-10,Up-Regulated,ENSMUSG00000025726
2146.454574,1.297728852,0.382594761,3.391914849,0.00069406,0.005691807,Up-Regulated,ENSMUSG00000025745
142.6175697,1.112458859,0.420318316,2.646705644,0.008128007,0.036732612,Up-Regulated,ENSMUSG00000025747
68.65239676,1.143115961,0.418775736,2.7296614,0.006339941,0.030624837,Up-Regulated,ENSMUSG00000025758
78.00402337,1.446531401,0.43112975,3.35521128,0.000793044,0.006319454,Up-Regulated,ENSMUSG00000025780
2373.044614,1.334099319,0.393922571,3.386704434,0.000707376,0.005772935,Up-Regulated,ENSMUSG00000025781
677.4641355,2.833403389,0.522436302,5.423442776,5.85E-08,1.84E-06,Up-Regulated,ENSMUSG00000025792
517.8855986,1.062409675,0.328135573,3.23771564,0.001204908,0.008737985,Up-Regulated,ENSMUSG00000025868
923.5189817,2.005384675,0.463102667,4.330324177,1.49E-05,0.00023122,Up-Regulated,ENSMUSG00000025885
473.3575086,4.207000551,0.629630214,6.681700557,2.36E-11,2.90E-09,Up-Regulated,ENSMUSG00000025888
1111.054666,1.408972689,0.432402149,3.25847754,0.001120117,0.008266338,Up-Regulated,ENSMUSG00000025903
166.0480701,1.108838129,0.335921105,3.300888551,0.000963792,0.007350929,Up-Regulated,ENSMUSG00000025921
79.79898719,1.496574012,0.453791987,3.297929567,0.000974006,0.007412108,Up-Regulated,ENSMUSG00000025934
1920.87453,2.809155105,0.505736422,5.554583337,2.78E-08,9.47E-07,Up-Regulated,ENSMUSG00000025950
3404.041698,5.698196893,0.86557728,6.583117444,4.61E-11,4.57E-09,Up-Regulated,ENSMUSG00000025991
1419.428305,1.92109327,0.465664817,4.125485115,3.70E-05,0.000506023,Up-Regulated,ENSMUSG00000025993
1239.394546,1.756030274,0.475180707,3.695499939,0.000219455,0.002262193,Up-Regulated,ENSMUSG00000026003
426.8827467,1.619249125,0.431849627,3.749567036,0.00017714,0.001882403,Up-Regulated,ENSMUSG00000026029
31.27788218,2.026198571,0.626166815,3.235876642,0.001212698,0.008786242,Up-Regulated,ENSMUSG00000026039
316.1437845,4.745543598,0.706087284,6.720902223,1.81E-11,2.44E-09,Up-Regulated,ENSMUSG00000026062
29.14558076,3.878761773,1.163355239,3.334116393,0.000855708,0.006704926,Up-Regulated,ENSMUSG00000026065
526.9559253,1.53706081,0.493831813,3.112518816,0.001854982,0.012159477,Up-Regulated,ENSMUSG00000026094
1163.75836,1.603685384,0.424006321,3.782220465,0.000155436,0.001699583,Up-Regulated,ENSMUSG00000026104
1092.785654,2.854393447,0.551070881,5.179721055,2.22E-07,5.80E-06,Up-Regulated,ENSMUSG00000026110
211.6968869,1.443186998,0.464893893,3.104336322,0.001907064,0.01244293,Up-Regulated,ENSMUSG00000026126
678.5008632,4.339802546,0.708389187,6.126296992,8.99E-10,4.65E-08,Up-Regulated,ENSMUSG00000026149
79.27709886,1.19268259,0.389877384,3.059122275,0.002219865,0.01391505,Up-Regulated,ENSMUSG00000026170
5013.782732,2.418697741,0.495181699,4.884465126,1.04E-06,2.28E-05,Up-Regulated,ENSMUSG00000026175
559.8236569,2.284208659,0.47876553,4.771038257,1.83E-06,3.72E-05,Up-Regulated,ENSMUSG00000026222
58.41867851,4.342678529,0.861710208,5.039604372,4.66E-07,1.13E-05,Up-Regulated,ENSMUSG00000026227
21.58463967,5.655511996,0.992540274,5.69801765,1.21E-08,4.52E-07,Up-Regulated,ENSMUSG00000026246
125.7827859,2.126566047,0.530265653,4.010378638,6.06E-05,0.000766832,Up-Regulated,ENSMUSG00000026259
964.1332949,1.293526774,0.402356186,3.214879796,0.001304992,0.009308914,Up-Regulated,ENSMUSG00000026260
105.6501775,1.509321599,0.315961727,4.776912739,1.78E-06,3.62E-05,Up-Regulated,ENSMUSG00000026278
94.28611689,3.66770268,0.642970228,5.704311834,1.17E-08,4.39E-07,Up-Regulated,ENSMUSG00000026304
244.4756844,1.709706353,0.449134664,3.806667555,0.000140852,0.001562185,Up-Regulated,ENSMUSG00000026321
156.976382,1.647298107,0.378265968,4.354867335,1.33E-05,0.00021079,Up-Regulated,ENSMUSG00000026343
2268.918439,4.544488045,0.671135065,6.771346453,1.28E-11,1.88E-09,Up-Regulated,ENSMUSG00000026354
365.9821203,1.620439767,0.408426362,3.967520018,7.26E-05,0.000893125,Up-Regulated,ENSMUSG00000026355
6501.671022,-2.08156269,0.597600303,-3.483202201,0.000495454,0.004375992,Down-Regulated,ENSMUSG00000026360
1370.483185,2.770952028,0.533492869,5.193981375,2.06E-07,5.41E-06,Up-Regulated,ENSMUSG00000026385
48.08886336,1.8389338,0.509528166,3.609091554,0.000307271,0.002972678,Up-Regulated,ENSMUSG00000026389
275.9372439,1.806270939,0.464072573,3.892216526,9.93E-05,0.001162483,Up-Regulated,ENSMUSG00000026399
77.14650281,5.523288408,1.032188325,5.351047162,8.74E-08,2.59E-06,Up-Regulated,ENSMUSG00000026413
16656.7005,4.825225011,0.732117212,6.59078209,4.38E-11,4.37E-09,Up-Regulated,ENSMUSG00000026417
20.89792977,4.096353107,0.939240982,4.361344091,1.29E-05,0.000205485,Up-Regulated,ENSMUSG00000026418
244.128664,1.705804048,0.473240727,3.60451658,0.000312734,0.00301311,Up-Regulated,ENSMUSG00000026447
836.6376296,-1.198875637,0.474778035,-2.525128691,0.011565593,0.047335468,Down-Regulated,ENSMUSG00000026463
5496.32841,-1.327575602,0.353840283,-3.751906342,0.000175495,0.001869791,Down-Regulated,ENSMUSG00000026473
429.1618861,-1.471542981,0.4510246,-3.262666781,0.001103692,0.008176299,Down-Regulated,ENSMUSG00000026475
895.0158822,1.195852236,0.268805468,4.448764542,8.64E-06,0.000144095,Up-Regulated,ENSMUSG00000026526
93.15455902,1.223235842,0.472587561,2.588379263,0.009642874,0.041575185,Up-Regulated,ENSMUSG00000026579
64.0831444,2.06625734,0.485459052,4.256295829,2.08E-05,0.000306186,Up-Regulated,ENSMUSG00000026586
92.0126963,1.401269368,0.553676954,2.530842866,0.011378881,0.046837009,Up-Regulated,ENSMUSG00000026605
414.3764367,4.422528041,0.639619049,6.914315708,4.70E-12,1.04E-09,Up-Regulated,ENSMUSG00000026614
2882.125581,1.570265862,0.424015813,3.703319105,0.000212797,0.002208267,Up-Regulated,ENSMUSG00000026617
89.21460384,1.859295811,0.570830525,3.257176568,0.001125264,0.008296412,Up-Regulated,ENSMUSG00000026622
2250.83964,1.320020319,0.389563538,3.38845962,0.000702864,0.005745744,Up-Regulated,ENSMUSG00000026623
170.4017186,1.579550675,0.422570893,3.737954274,0.000185524,0.001957702,Up-Regulated,ENSMUSG00000026639
422.9492957,1.252533085,0.459930155,2.723311511,0.006463108,0.031000095,Up-Regulated,ENSMUSG00000026655
2224.775546,1.739731735,0.363910384,4.780659773,1.75E-06,3.56E-05,Up-Regulated,ENSMUSG00000026664
67.81678776,2.85089782,0.634869682,4.490524433,7.10E-06,0.000121955,Up-Regulated,ENSMUSG00000026669
390.8566558,2.009133556,0.418380879,4.802163907,1.57E-06,3.25E-05,Up-Regulated,ENSMUSG00000026672
93.41954207,1.344550758,0.37255549,3.608994611,0.000307386,0.002972678,Up-Regulated,ENSMUSG00000026675
47.04090565,1.460988792,0.506048224,2.887054478,0.003888669,0.021335316,Up-Regulated,ENSMUSG00000026683
1740.529777,1.241234942,0.371476997,3.341350748,0.000833718,0.006569191,Up-Regulated,ENSMUSG00000026687
1218.756173,3.530179393,0.584380536,6.040891468,1.53E-09,7.35E-08,Up-Regulated,ENSMUSG00000026688
193.6441279,4.154545673,0.650976093,6.38202496,1.75E-10,1.28E-08,Up-Regulated,ENSMUSG00000026692
46.44455853,1.721366758,0.436541269,3.943193644,8.04E-05,0.000976384,Up-Regulated,ENSMUSG00000026708
268.8210708,-1.769594208,0.536157678,-3.300510801,0.00096509,0.007357207,Down-Regulated,ENSMUSG00000026712
37.48238558,3.634589233,0.532940761,6.819874738,9.11E-12,1.52E-09,Up-Regulated,ENSMUSG00000026726
37.56951148,1.355828838,0.503470855,2.692963901,0.007081994,0.033097044,Up-Regulated,ENSMUSG00000026730
262.2866961,-2.07219643,0.424409575,-4.882539302,1.05E-06,2.30E-05,Down-Regulated,ENSMUSG00000026735
179.2386707,1.669289539,0.415814248,4.014507788,5.96E-05,0.000756622,Up-Regulated,ENSMUSG00000026749
86.12353568,2.823312544,0.952422287,2.964349514,0.003033236,0.017589358,Up-Regulated,ENSMUSG00000026778
121.9131625,3.123434628,0.645518014,4.838648276,1.31E-06,2.78E-05,Up-Regulated,ENSMUSG00000026784
210.0044193,1.283626408,0.350961614,3.657455275,0.000254732,0.002552758,Up-Regulated,ENSMUSG00000026798
193195.8315,-1.094947894,0.33429713,-3.275373299,0.001055224,0.007873754,Down-Regulated,ENSMUSG00000026818
226.3935828,1.01100918,0.346664846,2.916387949,0.003541099,0.019820461,Up-Regulated,ENSMUSG00000026820
328.4174962,2.16085976,0.460446399,4.692967008,2.69E-06,5.24E-05,Up-Regulated,ENSMUSG00000026825
978.9527813,1.544531996,0.302747491,5.101716906,3.37E-07,8.42E-06,Up-Regulated,ENSMUSG00000026827
16.32226022,2.67433892,0.825595783,3.239283647,0.001198303,0.008706397,Up-Regulated,ENSMUSG00000026828
20.30143498,1.123408267,0.429643183,2.614747103,0.008929354,0.039365944,Up-Regulated,ENSMUSG00000026829
115.007139,-1.261776546,0.352368996,-3.580838724,0.000342493,0.003253263,Down-Regulated,ENSMUSG00000026839
676.0688924,1.817134784,0.414715483,4.38164201,1.18E-05,0.000188986,Up-Regulated,ENSMUSG00000026853
218.3032763,1.733966059,0.417163057,4.156566666,3.23E-05,0.00045104,Up-Regulated,ENSMUSG00000026856
400.5055642,1.289332606,0.37345829,3.452413938,0.000555595,0.004792352,Up-Regulated,ENSMUSG00000026858
607.0373143,1.019413227,0.355848592,2.864738683,0.004173535,0.022532675,Up-Regulated,ENSMUSG00000026895
356.9033758,2.126907368,0.457475422,4.649227618,3.33E-06,6.38E-05,Up-Regulated,ENSMUSG00000026896
646.2142568,2.371145138,0.483131036,4.907871698,9.21E-07,2.08E-05,Up-Regulated,ENSMUSG00000026922
265.9507275,1.997837819,0.440509236,4.535291554,5.75E-06,0.000102609,Up-Regulated,ENSMUSG00000026946
26.11932329,1.703927647,0.645598382,2.639299751,0.008307749,0.037348686,Up-Regulated,ENSMUSG00000026955
23.52625569,2.842988864,0.74762108,3.80271362,0.00014312,0.001585067,Up-Regulated,ENSMUSG00000026961
29.88289009,2.36383017,0.60036354,3.937331319,8.24E-05,0.000992753,Up-Regulated,ENSMUSG00000026971
26.29869394,4.784354642,0.803753325,5.952516139,2.64E-09,1.20E-07,Up-Regulated,ENSMUSG00000026976
202.8566458,3.026424331,0.52700671,5.742667542,9.32E-09,3.61E-07,Up-Regulated,ENSMUSG00000026980
25.53811322,2.807453468,0.586353022,4.787991812,1.68E-06,3.45E-05,Up-Regulated,ENSMUSG00000027015
10.12073877,1.482007616,0.572416169,2.589038704,0.009624428,0.041519926,Up-Regulated,ENSMUSG00000027016
310.0858793,2.20134325,0.414548496,5.310218874,1.09E-07,3.12E-06,Up-Regulated,ENSMUSG00000027078
825.4249094,1.399027249,0.394695464,3.544573925,0.000393248,0.003617743,Up-Regulated,ENSMUSG00000027111
84.02345609,1.62737124,0.430169742,3.783090908,0.000154893,0.001694845,Up-Regulated,ENSMUSG00000027173
1669.126001,3.045271042,0.50248434,6.060429749,1.36E-09,6.65E-08,Up-Regulated,ENSMUSG00000027187
1052.467697,1.272457449,0.329330264,3.863773208,0.000111649,0.001285249,Up-Regulated,ENSMUSG00000027215
266.1214641,1.877329781,0.483929873,3.879342619,0.000104739,0.001215649,Up-Regulated,ENSMUSG00000027219
857.4963264,1.559260809,0.427054596,3.651197819,0.00026102,0.002603978,Up-Regulated,ENSMUSG00000027227
431.0070452,-2.041028757,0.517920369,-3.940815771,8.12E-05,0.000983031,Down-Regulated,ENSMUSG00000027238
20.32662502,1.296063581,0.503846962,2.572335803,0.010101486,0.043002834,Up-Regulated,ENSMUSG00000027246
103.7971054,3.342773289,0.692485829,4.827208223,1.38E-06,2.92E-05,Up-Regulated,ENSMUSG00000027253
58.33284845,-1.072677335,0.346424939,-3.096420654,0.001958723,0.012690325,Down-Regulated,ENSMUSG00000027257
1723.125477,1.929602924,0.450944461,4.279025667,1.88E-05,0.000281898,Up-Regulated,ENSMUSG00000027282
63.21933978,1.935966043,0.549509652,3.523079233,0.000426564,0.003864533,Up-Regulated,ENSMUSG00000027296
102.438748,2.349774245,0.508926561,4.617118507,3.89E-06,7.31E-05,Up-Regulated,ENSMUSG00000027306
291.4506136,4.47922078,0.722519561,6.199445689,5.67E-10,3.21E-08,Up-Regulated,ENSMUSG00000027317
51.29622835,1.608567713,0.427246601,3.764963162,0.000166574,0.001794753,Up-Regulated,ENSMUSG00000027323
53.18757803,1.954470776,0.554420681,3.525248682,0.000423085,0.003837511,Up-Regulated,ENSMUSG00000027326
136.2512567,1.261503239,0.284083969,4.440599875,8.97E-06,0.000148569,Up-Regulated,ENSMUSG00000027327
150.3065323,1.196960606,0.365023562,3.279132446,0.001041268,0.007802273,Up-Regulated,ENSMUSG00000027330
89.60428029,1.850394699,0.524610867,3.527175692,0.000420018,0.003814157,Up-Regulated,ENSMUSG00000027331
272.8955511,-1.356545922,0.289175029,-4.691089431,2.72E-06,5.29E-05,Down-Regulated,ENSMUSG00000027333
653.2777596,1.126999545,0.331268314,3.402074687,0.000668764,0.005537148,Up-Regulated,ENSMUSG00000027342
223.043763,3.229252528,0.640622613,5.040803216,4.64E-07,1.13E-05,Up-Regulated,ENSMUSG00000027356
42.42548523,3.089057641,0.659885458,4.681202781,2.85E-06,5.52E-05,Up-Regulated,ENSMUSG00000027358
598.0238553,4.165493068,0.63031808,6.608557175,3.88E-11,4.09E-09,Up-Regulated,ENSMUSG00000027359
99.61820933,-1.322153387,0.350573627,-3.771400027,0.000162334,0.001761332,Down-Regulated,ENSMUSG00000027376
564.6993706,4.178911512,0.601009129,6.953158127,3.57E-12,8.79E-10,Up-Regulated,ENSMUSG00000027377
50.65732327,2.374675343,0.528705021,4.491493841,7.07E-06,0.000121536,Up-Regulated,ENSMUSG00000027379
1395.884698,1.106275203,0.392506992,2.818485343,0.004825081,0.025010624,Up-Regulated,ENSMUSG00000027406
251.1329153,1.122977954,0.438367766,2.56172566,0.010415355,0.044012268,Up-Regulated,ENSMUSG00000027412
11.23626308,2.235843731,0.714270022,3.130249992,0.001746576,0.011644635,Up-Regulated,ENSMUSG00000027420
332.0004316,2.714856672,0.52098835,5.210973858,1.88E-07,5.01E-06,Up-Regulated,ENSMUSG00000027452
17.35760985,2.423729312,0.644825017,3.758739578,0.000170771,0.001829796,Up-Regulated,ENSMUSG00000027454
274.7461156,2.83193242,0.522723172,5.417652347,6.04E-08,1.88E-06,Up-Regulated,ENSMUSG00000027456
84.88125659,2.72813956,0.630816704,4.324773813,1.53E-05,0.000235466,Up-Regulated,ENSMUSG00000027463
138.1613123,1.96882264,0.539704656,3.647963046,0.000264328,0.002631887,Up-Regulated,ENSMUSG00000027469
83.74192042,1.002468322,0.325439155,3.080355598,0.002067536,0.013222494,Up-Regulated,ENSMUSG00000027488
70.73284942,2.080088127,0.488402342,4.258964277,2.05E-05,0.00030342,Up-Regulated,ENSMUSG00000027496
160.0308609,1.509789925,0.501863703,3.008366447,0.002626562,0.01575632,Up-Regulated,ENSMUSG00000027510
509.7165072,3.833596123,0.65365577,5.864854714,4.50E-09,1.88E-07,Up-Regulated,ENSMUSG00000027513
238.5787262,3.695876716,0.625163354,5.911857585,3.38E-09,1.48E-07,Up-Regulated,ENSMUSG00000027514
79.67244574,1.253158474,0.289339098,4.331106592,1.48E-05,0.000231095,Up-Regulated,ENSMUSG00000027524
129.9740562,1.395569889,0.450799118,3.0957689,0.001963033,0.012701061,Up-Regulated,ENSMUSG00000027533
152.2965831,4.030624029,0.644198649,6.256802984,3.93E-10,2.34E-08,Up-Regulated,ENSMUSG00000027555
533.5469211,4.53019862,0.690059678,6.564937449,5.21E-11,5.01E-09,Up-Regulated,ENSMUSG00000027562
905.2841455,1.516476837,0.44152558,3.434629622,0.000593364,0.005056168,Up-Regulated,ENSMUSG00000027580
394.0360139,1.905607415,0.471956634,4.037674817,5.40E-05,0.00069421,Up-Regulated,ENSMUSG00000027610
761.0811457,1.280648304,0.371740112,3.445009731,0.000571039,0.004906434,Up-Regulated,ENSMUSG00000027613
341.9724923,1.272382844,0.327547783,3.884571685,0.00010251,0.001192464,Up-Regulated,ENSMUSG00000027630
28.84698151,1.609817229,0.501842569,3.207813222,0.001337483,0.009464467,Up-Regulated,ENSMUSG00000027635
1041.249507,1.330696104,0.337599902,3.941636527,8.09E-05,0.000980439,Up-Regulated,ENSMUSG00000027639
158.5365803,1.045568411,0.357580117,2.924011605,0.003455519,0.019455198,Up-Regulated,ENSMUSG00000027641
25.15247805,2.036242026,0.68933707,2.953913426,0.00313772,0.018051513,Up-Regulated,ENSMUSG00000027654
470.2287546,2.558851038,0.556440362,4.59860789,4.25E-06,7.91E-05,Up-Regulated,ENSMUSG00000027695
105.5019877,1.920051701,0.505565468,3.797829997,0.000145968,0.001612003,Up-Regulated,ENSMUSG00000027699
250.0095336,2.321232879,0.536496874,4.326647537,1.51E-05,0.000233938,Up-Regulated,ENSMUSG00000027715
47.50000775,-1.461992218,0.24111838,-6.063379409,1.33E-09,6.57E-08,Down-Regulated,ENSMUSG00000027737
983.5379998,4.965945949,0.701602691,7.078002994,1.46E-12,5.39E-10,Up-Regulated,ENSMUSG00000027761
1694.263946,-1.236155106,0.386684401,-3.196806239,0.001389582,0.009754782,Down-Regulated,ENSMUSG00000027765
